month,retailer_id,product,units_sold
2026-03,R0035,Cruiser Cotton Seed,26
2026-01,R0035,Cruiser Cotton Seed,47
2026-01,R0035,Cruiser Cotton Seed,23
2025-12,R0035,Cruiser Cotton Seed,51
2025-11,R0035,Cruiser Cotton Seed,31
2025-10,R0035,Cruiser Cotton Seed,38
2025-09,R0035,Cruiser Cotton Seed,28
2025-08,R0035,Cruiser Cotton Seed,30
2025-07,R0035,Cruiser Cotton Seed,17
2025-06,R0035,Cruiser Cotton Seed,17
2026-05,R0036,Amistar Top Fungicide,23
2026-04,R0036,Amistar Top Fungicide,47
2026-03,R0036,Amistar Top Fungicide,49
2026-01,R0036,Amistar Top Fungicide,66
2026-01,R0036,Amistar Top Fungicide,44
2025-12,R0036,Amistar Top Fungicide,87
2025-11,R0036,Amistar Top Fungicide,55
2025-10,R0036,Amistar Top Fungicide,43
2025-09,R0036,Amistar Top Fungicide,45
2025-08,R0036,Amistar Top Fungicide,33
2025-07,R0036,Amistar Top Fungicide,22
2025-06,R0036,Amistar Top Fungicide,19
2026-05,R0036,Karate Zeon Insecticide,30
2026-04,R0036,Karate Zeon Insecticide,30
2026-03,R0036,Karate Zeon Insecticide,39
2026-01,R0036,Karate Zeon Insecticide,71
2026-01,R0036,Karate Zeon Insecticide,56
2025-12,R0036,Karate Zeon Insecticide,108
2025-11,R0036,Karate Zeon Insecticide,65
2025-10,R0036,Karate Zeon Insecticide,34
2025-09,R0036,Karate Zeon Insecticide,32
2025-08,R0036,Karate Zeon Insecticide,34
2025-07,R0036,Karate Zeon Insecticide,32
2025-06,R0036,Karate Zeon Insecticide,25
2026-05,R0036,Cruiser Seed Treatment,20
2026-04,R0036,Cruiser Seed Treatment,24
2026-03,R0036,Cruiser Seed Treatment,37
2026-01,R0036,Cruiser Seed Treatment,60
2026-01,R0036,Cruiser Seed Treatment,50
2025-12,R0036,Cruiser Seed Treatment,67
2025-11,R0036,Cruiser Seed Treatment,37
2025-10,R0036,Cruiser Seed Treatment,71
2025-09,R0036,Cruiser Seed Treatment,31
2025-08,R0036,Cruiser Seed Treatment,47
2025-07,R0036,Cruiser Seed Treatment,26
2025-06,R0036,Cruiser Seed Treatment,22
2026-05,R0037,Amistar Top Fungicide,20
2026-04,R0037,Amistar Top Fungicide,14
2026-03,R0037,Amistar Top Fungicide,22
2026-01,R0037,Amistar Top Fungicide,34
2026-01,R0037,Amistar Top Fungicide,33
2025-12,R0037,Amistar Top Fungicide,31
2025-11,R0037,Amistar Top Fungicide,24
2025-10,R0037,Amistar Top Fungicide,38
2025-09,R0037,Amistar Top Fungicide,16
2025-08,R0037,Amistar Top Fungicide,16
2025-07,R0037,Amistar Top Fungicide,14
2025-06,R0037,Amistar Top Fungicide,15
2026-05,R0037,Karate Zeon Insecticide,20
2026-04,R0037,Karate Zeon Insecticide,19
2026-03,R0037,Karate Zeon Insecticide,19
2026-01,R0037,Karate Zeon Insecticide,35
2026-01,R0037,Karate Zeon Insecticide,34
2025-12,R0037,Karate Zeon Insecticide,43
2025-11,R0037,Karate Zeon Insecticide,32
2025-10,R0037,Karate Zeon Insecticide,33
2025-09,R0037,Karate Zeon Insecticide,29
2025-08,R0037,Karate Zeon Insecticide,15
2025-07,R0037,Karate Zeon Insecticide,20
2025-06,R0037,Karate Zeon Insecticide,21
2026-05,R0037,Cruiser Seed Treatment,15
2026-04,R0037,Cruiser Seed Treatment,21
2026-03,R0037,Cruiser Seed Treatment,28
2026-01,R0037,Cruiser Seed Treatment,24
2026-01,R0037,Cruiser Seed Treatment,35
2025-12,R0037,Cruiser Seed Treatment,24
2025-11,R0037,Cruiser Seed Treatment,26
2025-10,R0037,Cruiser Seed Treatment,28
2025-09,R0037,Cruiser Seed Treatment,27
2025-08,R0037,Cruiser Seed Treatment,16
2025-07,R0037,Cruiser Seed Treatment,21
2025-06,R0037,Cruiser Seed Treatment,15
2026-05,R0038,Amistar Top Fungicide,72
2026-04,R0038,Amistar Top Fungicide,113
2026-03,R0038,Amistar Top Fungicide,56
2026-01,R0038,Amistar Top Fungicide,176
2026-01,R0038,Amistar Top Fungicide,157
2025-12,R0038,Amistar Top Fungicide,96
2025-11,R0038,Amistar Top Fungicide,123
2025-10,R0038,Amistar Top Fungicide,105
2025-09,R0038,Amistar Top Fungicide,86
2025-08,R0038,Amistar Top Fungicide,64
2025-07,R0038,Amistar Top Fungicide,54
2025-06,R0038,Amistar Top Fungicide,58
2026-05,R0038,Karate Zeon Insecticide,74
2026-04,R0038,Karate Zeon Insecticide,92
2026-03,R0038,Karate Zeon Insecticide,83
2026-01,R0038,Karate Zeon Insecticide,105
2026-01,R0038,Karate Zeon Insecticide,107
2025-12,R0038,Karate Zeon Insecticide,167
2025-11,R0038,Karate Zeon Insecticide,124
2025-10,R0038,Karate Zeon Insecticide,99
2025-09,R0038,Karate Zeon Insecticide,101
2025-08,R0038,Karate Zeon Insecticide,73
2025-07,R0038,Karate Zeon Insecticide,72
2025-06,R0038,Karate Zeon Insecticide,57
2026-05,R0038,Cruiser Seed Treatment,55
2026-04,R0038,Cruiser Seed Treatment,59
2026-03,R0038,Cruiser Seed Treatment,95
2026-01,R0038,Cruiser Seed Treatment,107
2026-01,R0038,Cruiser Seed Treatment,143
2025-12,R0038,Cruiser Seed Treatment,104
2025-11,R0038,Cruiser Seed Treatment,143
2025-10,R0038,Cruiser Seed Treatment,107
2025-09,R0038,Cruiser Seed Treatment,65
2025-08,R0038,Cruiser Seed Treatment,62
2025-07,R0038,Cruiser Seed Treatment,56
2025-06,R0038,Cruiser Seed Treatment,51
2026-05,R0039,Amistar Top Fungicide,38
2026-04,R0039,Amistar Top Fungicide,73
2026-03,R0039,Amistar Top Fungicide,67
2026-01,R0039,Amistar Top Fungicide,99
2026-01,R0039,Amistar Top Fungicide,90
2025-12,R0039,Amistar Top Fungicide,116
2025-11,R0039,Amistar Top Fungicide,136
2025-10,R0039,Amistar Top Fungicide,123
2025-09,R0039,Amistar Top Fungicide,124
2025-08,R0039,Amistar Top Fungicide,81
2025-07,R0039,Amistar Top Fungicide,60
2025-06,R0039,Amistar Top Fungicide,47
2026-05,R0039,Karate Zeon Insecticide,83
2026-04,R0039,Karate Zeon Insecticide,64
2026-03,R0039,Karate Zeon Insecticide,93
2026-01,R0039,Karate Zeon Insecticide,136
2026-01,R0039,Karate Zeon Insecticide,118
2025-12,R0039,Karate Zeon Insecticide,162
2025-11,R0039,Karate Zeon Insecticide,90
2025-10,R0039,Karate Zeon Insecticide,117
2025-09,R0039,Karate Zeon Insecticide,102
2025-08,R0039,Karate Zeon Insecticide,43
2025-07,R0039,Karate Zeon Insecticide,73
2025-06,R0039,Karate Zeon Insecticide,40
2026-05,R0039,Cruiser Seed Treatment,47
2026-04,R0039,Cruiser Seed Treatment,86
2026-03,R0039,Cruiser Seed Treatment,108
2026-01,R0039,Cruiser Seed Treatment,129
2026-01,R0039,Cruiser Seed Treatment,103
2025-12,R0039,Cruiser Seed Treatment,145
2025-11,R0039,Cruiser Seed Treatment,103
2025-10,R0039,Cruiser Seed Treatment,111
2025-09,R0039,Cruiser Seed Treatment,83
2025-08,R0039,Cruiser Seed Treatment,87
2025-07,R0039,Cruiser Seed Treatment,41
2025-06,R0039,Cruiser Seed Treatment,43
2026-05,R0040,Amistar Top Fungicide,7
2026-04,R0040,Amistar Top Fungicide,12
2026-03,R0040,Amistar Top Fungicide,13
2026-01,R0040,Amistar Top Fungicide,18
2026-01,R0040,Amistar Top Fungicide,10
2025-12,R0040,Amistar Top Fungicide,15
2025-11,R0040,Amistar Top Fungicide,14
2025-10,R0040,Amistar Top Fungicide,14
2025-09,R0040,Amistar Top Fungicide,15
2025-08,R0040,Amistar Top Fungicide,8
2025-07,R0040,Amistar Top Fungicide,8
2025-06,R0040,Amistar Top Fungicide,7
2026-05,R0040,Karate Zeon Insecticide,7
2026-04,R0040,Karate Zeon Insecticide,10
2026-03,R0040,Karate Zeon Insecticide,10
2026-01,R0040,Karate Zeon Insecticide,18
2026-01,R0040,Karate Zeon Insecticide,18
2025-12,R0040,Karate Zeon Insecticide,21
2025-11,R0040,Karate Zeon Insecticide,18
2025-10,R0040,Karate Zeon Insecticide,12
2025-09,R0040,Karate Zeon Insecticide,9
2025-08,R0040,Karate Zeon Insecticide,10
2025-07,R0040,Karate Zeon Insecticide,5
2025-06,R0040,Karate Zeon Insecticide,10
2026-05,R0040,Cruiser Seed Treatment,9
2026-04,R0040,Cruiser Seed Treatment,9
2026-03,R0040,Cruiser Seed Treatment,11
2026-01,R0040,Cruiser Seed Treatment,16
2026-01,R0040,Cruiser Seed Treatment,16
2025-12,R0040,Cruiser Seed Treatment,10
2025-11,R0040,Cruiser Seed Treatment,14
2025-10,R0040,Cruiser Seed Treatment,15
2025-09,R0040,Cruiser Seed Treatment,10
2025-08,R0040,Cruiser Seed Treatment,7
2025-07,R0040,Cruiser Seed Treatment,5
2025-06,R0040,Cruiser Seed Treatment,5
2026-05,R0041,Amistar Top Fungicide,48
2026-04,R0041,Amistar Top Fungicide,58
2026-03,R0041,Amistar Top Fungicide,82
2026-01,R0041,Amistar Top Fungicide,182
2026-01,R0041,Amistar Top Fungicide,100
2025-12,R0041,Amistar Top Fungicide,192
2025-11,R0041,Amistar Top Fungicide,128
2025-10,R0041,Amistar Top Fungicide,113
2025-09,R0041,Amistar Top Fungicide,105
2025-08,R0041,Amistar Top Fungicide,74
2025-07,R0041,Amistar Top Fungicide,93
2025-06,R0041,Amistar Top Fungicide,44
2026-05,R0041,Karate Zeon Insecticide,53
2026-04,R0041,Karate Zeon Insecticide,67
2026-03,R0041,Karate Zeon Insecticide,104
2026-01,R0041,Karate Zeon Insecticide,145
2026-01,R0041,Karate Zeon Insecticide,148
2025-12,R0041,Karate Zeon Insecticide,183
2025-11,R0041,Karate Zeon Insecticide,121
2025-10,R0041,Karate Zeon Insecticide,131
2025-09,R0041,Karate Zeon Insecticide,92
2025-08,R0041,Karate Zeon Insecticide,110
2025-07,R0041,Karate Zeon Insecticide,71
2025-06,R0041,Karate Zeon Insecticide,56
2026-05,R0041,Cruiser Seed Treatment,51
2026-04,R0041,Cruiser Seed Treatment,96
2026-03,R0041,Cruiser Seed Treatment,122
2026-01,R0041,Cruiser Seed Treatment,161
2026-01,R0041,Cruiser Seed Treatment,134
2025-12,R0041,Cruiser Seed Treatment,124
2025-11,R0041,Cruiser Seed Treatment,133
2025-10,R0041,Cruiser Seed Treatment,147
2025-09,R0041,Cruiser Seed Treatment,110
2025-08,R0041,Cruiser Seed Treatment,60
2025-07,R0041,Cruiser Seed Treatment,75
2025-06,R0041,Cruiser Seed Treatment,44
2026-05,R0042,Tihan Insecticide,51
2026-04,R0042,Tihan Insecticide,85
2026-03,R0042,Tihan Insecticide,123
2026-01,R0042,Tihan Insecticide,138
2026-01,R0042,Tihan Insecticide,144
2025-12,R0042,Tihan Insecticide,119
2025-11,R0042,Tihan Insecticide,134
2025-10,R0042,Tihan Insecticide,154
2025-09,R0042,Tihan Insecticide,70
2025-08,R0042,Tihan Insecticide,84
2025-07,R0042,Tihan Insecticide,70
2025-06,R0042,Tihan Insecticide,46
2026-05,R0042,Polo Insecticide,55
2026-04,R0042,Polo Insecticide,69
2026-03,R0042,Polo Insecticide,108
2026-01,R0042,Polo Insecticide,95
2026-01,R0042,Polo Insecticide,109
2025-12,R0042,Polo Insecticide,143
2025-11,R0042,Polo Insecticide,112
2025-10,R0042,Polo Insecticide,72
2025-09,R0042,Polo Insecticide,89
2025-08,R0042,Polo Insecticide,78
2025-07,R0042,Polo Insecticide,58
2025-06,R0042,Polo Insecticide,68
2026-05,R0042,Cruiser Cotton Seed,56
2026-04,R0042,Cruiser Cotton Seed,80
2026-03,R0042,Cruiser Cotton Seed,127
2026-01,R0042,Cruiser Cotton Seed,114
2026-01,R0042,Cruiser Cotton Seed,88
2025-12,R0042,Cruiser Cotton Seed,121
2025-11,R0042,Cruiser Cotton Seed,91
2025-10,R0042,Cruiser Cotton Seed,120
2025-09,R0042,Cruiser Cotton Seed,145
2025-08,R0042,Cruiser Cotton Seed,77
2025-07,R0042,Cruiser Cotton Seed,51
2025-06,R0042,Cruiser Cotton Seed,48
2026-05,R0043,Callisto Herbicide,58
2026-04,R0043,Callisto Herbicide,50
2026-03,R0043,Callisto Herbicide,109
2026-01,R0043,Callisto Herbicide,84
2026-01,R0043,Callisto Herbicide,143
2025-12,R0043,Callisto Herbicide,100
2025-11,R0043,Callisto Herbicide,87
2025-10,R0043,Callisto Herbicide,78
2025-09,R0043,Callisto Herbicide,134
2025-08,R0043,Callisto Herbicide,70
2025-07,R0043,Callisto Herbicide,43
2025-06,R0043,Callisto Herbicide,46
2026-05,R0043,Force Insecticide,64
2026-04,R0043,Force Insecticide,91
2026-03,R0043,Force Insecticide,82
2026-01,R0043,Force Insecticide,143
2026-01,R0043,Force Insecticide,188
2025-12,R0043,Force Insecticide,215
2025-11,R0043,Force Insecticide,115
2025-10,R0043,Force Insecticide,122
2025-09,R0043,Force Insecticide,125
2025-08,R0043,Force Insecticide,68
2025-07,R0043,Force Insecticide,38
2025-06,R0043,Force Insecticide,46
2026-05,R0043,NK Maize Hybrid Seed,39
2026-04,R0043,NK Maize Hybrid Seed,46
2026-03,R0043,NK Maize Hybrid Seed,123
2026-01,R0043,NK Maize Hybrid Seed,115
2026-01,R0043,NK Maize Hybrid Seed,100
2025-12,R0043,NK Maize Hybrid Seed,103
2025-11,R0043,NK Maize Hybrid Seed,99
2025-10,R0043,NK Maize Hybrid Seed,101
2025-09,R0043,NK Maize Hybrid Seed,74
2025-08,R0043,NK Maize Hybrid Seed,69
2025-07,R0043,NK Maize Hybrid Seed,79
2025-06,R0043,NK Maize Hybrid Seed,74
2026-05,R0044,Amistar Top Fungicide,20
2026-04,R0044,Amistar Top Fungicide,24
2026-03,R0044,Amistar Top Fungicide,20
2026-01,R0044,Amistar Top Fungicide,27
2026-01,R0044,Amistar Top Fungicide,39
2025-12,R0044,Amistar Top Fungicide,25
2025-11,R0044,Amistar Top Fungicide,19
2025-10,R0044,Amistar Top Fungicide,25
2025-09,R0044,Amistar Top Fungicide,28
2025-08,R0044,Amistar Top Fungicide,11
2025-07,R0044,Amistar Top Fungicide,16
2025-06,R0044,Amistar Top Fungicide,10
2026-05,R0044,Karate Zeon Insecticide,18
2026-04,R0044,Karate Zeon Insecticide,21
2026-03,R0044,Karate Zeon Insecticide,25
2026-01,R0044,Karate Zeon Insecticide,22
2026-01,R0044,Karate Zeon Insecticide,30
2025-12,R0044,Karate Zeon Insecticide,34
2025-11,R0044,Karate Zeon Insecticide,40
2025-10,R0044,Karate Zeon Insecticide,15
2025-09,R0044,Karate Zeon Insecticide,25
2025-08,R0044,Karate Zeon Insecticide,21
2025-07,R0044,Karate Zeon Insecticide,15
2025-06,R0044,Karate Zeon Insecticide,10
2026-05,R0044,Cruiser Seed Treatment,15
2026-04,R0044,Cruiser Seed Treatment,19
2026-03,R0044,Cruiser Seed Treatment,28
2026-01,R0044,Cruiser Seed Treatment,32
2026-01,R0044,Cruiser Seed Treatment,34
2025-12,R0044,Cruiser Seed Treatment,25
2025-11,R0044,Cruiser Seed Treatment,22
2025-10,R0044,Cruiser Seed Treatment,27
2025-09,R0044,Cruiser Seed Treatment,26
2025-08,R0044,Cruiser Seed Treatment,16
2025-07,R0044,Cruiser Seed Treatment,10
2025-06,R0044,Cruiser Seed Treatment,7
2026-05,R0045,Amistar Top Fungicide,14
2026-04,R0045,Amistar Top Fungicide,17
2026-03,R0045,Amistar Top Fungicide,21
2026-01,R0045,Amistar Top Fungicide,23
2026-01,R0045,Amistar Top Fungicide,28
2025-12,R0045,Amistar Top Fungicide,31
2025-11,R0045,Amistar Top Fungicide,26
2025-10,R0045,Amistar Top Fungicide,19
2025-09,R0045,Amistar Top Fungicide,20
2025-08,R0045,Amistar Top Fungicide,14
2025-07,R0045,Amistar Top Fungicide,9
2025-06,R0045,Amistar Top Fungicide,18
2026-05,R0045,Karate Zeon Insecticide,11
2026-04,R0045,Karate Zeon Insecticide,13
2026-03,R0045,Karate Zeon Insecticide,18
2026-01,R0045,Karate Zeon Insecticide,15
2026-01,R0045,Karate Zeon Insecticide,30
2025-12,R0045,Karate Zeon Insecticide,29
2025-11,R0045,Karate Zeon Insecticide,28
2025-10,R0045,Karate Zeon Insecticide,29
2025-09,R0045,Karate Zeon Insecticide,17
2025-08,R0045,Karate Zeon Insecticide,12
2025-07,R0045,Karate Zeon Insecticide,13
2025-06,R0045,Karate Zeon Insecticide,11
2026-05,R0045,Cruiser Seed Treatment,11
2026-04,R0045,Cruiser Seed Treatment,14
2026-03,R0045,Cruiser Seed Treatment,11
2026-01,R0045,Cruiser Seed Treatment,15
2026-01,R0045,Cruiser Seed Treatment,19
2025-12,R0045,Cruiser Seed Treatment,10
2025-11,R0045,Cruiser Seed Treatment,21
2025-10,R0045,Cruiser Seed Treatment,22
2025-09,R0045,Cruiser Seed Treatment,16
2025-08,R0045,Cruiser Seed Treatment,24
2025-07,R0045,Cruiser Seed Treatment,10
2025-06,R0045,Cruiser Seed Treatment,8
2026-05,R0046,Amistar Top Fungicide,42
2026-04,R0046,Amistar Top Fungicide,28
2026-03,R0046,Amistar Top Fungicide,44
2026-01,R0046,Amistar Top Fungicide,80
2026-01,R0046,Amistar Top Fungicide,62
2025-12,R0046,Amistar Top Fungicide,51
2025-11,R0046,Amistar Top Fungicide,82
2025-10,R0046,Amistar Top Fungicide,68
2025-09,R0046,Amistar Top Fungicide,38
2025-08,R0046,Amistar Top Fungicide,57
2025-07,R0046,Amistar Top Fungicide,25
2025-06,R0046,Amistar Top Fungicide,29
2026-05,R0046,Karate Zeon Insecticide,31
2026-04,R0046,Karate Zeon Insecticide,27
2026-03,R0046,Karate Zeon Insecticide,55
2026-01,R0046,Karate Zeon Insecticide,60
2026-01,R0046,Karate Zeon Insecticide,63
2025-12,R0046,Karate Zeon Insecticide,105
2025-11,R0046,Karate Zeon Insecticide,87
2025-10,R0046,Karate Zeon Insecticide,103
2025-09,R0046,Karate Zeon Insecticide,47
2025-08,R0046,Karate Zeon Insecticide,51
2025-07,R0046,Karate Zeon Insecticide,42
2025-06,R0046,Karate Zeon Insecticide,42
2026-05,R0046,Cruiser Seed Treatment,33
2026-04,R0046,Cruiser Seed Treatment,47
2026-03,R0046,Cruiser Seed Treatment,59
2026-01,R0046,Cruiser Seed Treatment,57
2026-01,R0046,Cruiser Seed Treatment,64
2025-12,R0046,Cruiser Seed Treatment,140
2025-11,R0046,Cruiser Seed Treatment,59
2025-10,R0046,Cruiser Seed Treatment,67
2025-09,R0046,Cruiser Seed Treatment,38
2025-08,R0046,Cruiser Seed Treatment,31
2025-07,R0046,Cruiser Seed Treatment,31
2025-06,R0046,Cruiser Seed Treatment,20
2026-05,R0047,Callisto Herbicide,42
2026-04,R0047,Callisto Herbicide,34
2026-03,R0047,Callisto Herbicide,69
2026-01,R0047,Callisto Herbicide,84
2026-01,R0047,Callisto Herbicide,86
2025-12,R0047,Callisto Herbicide,82
2025-11,R0047,Callisto Herbicide,66
2025-10,R0047,Callisto Herbicide,79
2025-09,R0047,Callisto Herbicide,47
2025-08,R0047,Callisto Herbicide,41
2025-07,R0047,Callisto Herbicide,43
2025-06,R0047,Callisto Herbicide,39
2026-05,R0047,Force Insecticide,18
2026-04,R0047,Force Insecticide,46
2026-03,R0047,Force Insecticide,70
2026-01,R0047,Force Insecticide,98
2026-01,R0047,Force Insecticide,56
2025-12,R0047,Force Insecticide,57
2025-11,R0047,Force Insecticide,63
2025-10,R0047,Force Insecticide,61
2025-09,R0047,Force Insecticide,58
2025-08,R0047,Force Insecticide,44
2025-07,R0047,Force Insecticide,32
2025-06,R0047,Force Insecticide,59
2026-05,R0047,NK Maize Hybrid Seed,44
2026-04,R0047,NK Maize Hybrid Seed,55
2026-03,R0047,NK Maize Hybrid Seed,42
2026-01,R0047,NK Maize Hybrid Seed,97
2026-01,R0047,NK Maize Hybrid Seed,75
2025-12,R0047,NK Maize Hybrid Seed,90
2025-11,R0047,NK Maize Hybrid Seed,95
2025-10,R0047,NK Maize Hybrid Seed,118
2025-09,R0047,NK Maize Hybrid Seed,85
2025-08,R0047,NK Maize Hybrid Seed,55
2025-07,R0047,NK Maize Hybrid Seed,58
2025-06,R0047,NK Maize Hybrid Seed,37
2026-05,R0048,Amistar Top Fungicide,36
2026-04,R0048,Amistar Top Fungicide,65
2026-03,R0048,Amistar Top Fungicide,89
2026-01,R0048,Amistar Top Fungicide,149
2026-01,R0048,Amistar Top Fungicide,142
2025-12,R0048,Amistar Top Fungicide,150
2025-11,R0048,Amistar Top Fungicide,136
2025-10,R0048,Amistar Top Fungicide,142
2025-09,R0048,Amistar Top Fungicide,89
2025-08,R0048,Amistar Top Fungicide,51
2025-07,R0048,Amistar Top Fungicide,42
2025-06,R0048,Amistar Top Fungicide,39
2026-05,R0048,Karate Zeon Insecticide,55
2026-04,R0048,Karate Zeon Insecticide,94
2026-03,R0048,Karate Zeon Insecticide,77
2026-01,R0048,Karate Zeon Insecticide,130
2026-01,R0048,Karate Zeon Insecticide,156
2025-12,R0048,Karate Zeon Insecticide,159
2025-11,R0048,Karate Zeon Insecticide,110
2025-10,R0048,Karate Zeon Insecticide,116
2025-09,R0048,Karate Zeon Insecticide,75
2025-08,R0048,Karate Zeon Insecticide,71
2025-07,R0048,Karate Zeon Insecticide,50
2025-06,R0048,Karate Zeon Insecticide,88
2026-05,R0048,Cruiser Seed Treatment,59
2026-04,R0048,Cruiser Seed Treatment,93
2026-03,R0048,Cruiser Seed Treatment,79
2026-01,R0048,Cruiser Seed Treatment,121
2026-01,R0048,Cruiser Seed Treatment,184
2025-12,R0048,Cruiser Seed Treatment,169
2025-11,R0048,Cruiser Seed Treatment,130
2025-10,R0048,Cruiser Seed Treatment,95
2025-09,R0048,Cruiser Seed Treatment,171
2025-08,R0048,Cruiser Seed Treatment,63
2025-07,R0048,Cruiser Seed Treatment,65
2025-06,R0048,Cruiser Seed Treatment,35
2026-05,R0049,Tihan Insecticide,8
2026-04,R0049,Tihan Insecticide,15
2026-03,R0049,Tihan Insecticide,16
2026-01,R0049,Tihan Insecticide,29
2026-01,R0049,Tihan Insecticide,33
2025-12,R0049,Tihan Insecticide,22
2025-11,R0049,Tihan Insecticide,23
2025-10,R0049,Tihan Insecticide,20
2025-09,R0049,Tihan Insecticide,19
2025-08,R0049,Tihan Insecticide,20
2025-07,R0049,Tihan Insecticide,10
2025-06,R0049,Tihan Insecticide,10
2026-05,R0049,Polo Insecticide,18
2026-04,R0049,Polo Insecticide,17
2026-03,R0049,Polo Insecticide,18
2026-01,R0049,Polo Insecticide,29
2026-01,R0049,Polo Insecticide,35
2025-12,R0049,Polo Insecticide,32
2025-11,R0049,Polo Insecticide,37
2025-10,R0049,Polo Insecticide,32
2025-09,R0049,Polo Insecticide,23
2025-08,R0049,Polo Insecticide,28
2025-07,R0049,Polo Insecticide,15
2025-06,R0049,Polo Insecticide,11
2026-05,R0049,Cruiser Cotton Seed,16
2026-04,R0049,Cruiser Cotton Seed,20
2026-03,R0049,Cruiser Cotton Seed,25
2026-01,R0049,Cruiser Cotton Seed,34
2026-01,R0049,Cruiser Cotton Seed,26
2025-12,R0049,Cruiser Cotton Seed,37
2025-11,R0049,Cruiser Cotton Seed,34
2025-10,R0049,Cruiser Cotton Seed,25
2025-09,R0049,Cruiser Cotton Seed,18
2025-08,R0049,Cruiser Cotton Seed,21
2025-07,R0049,Cruiser Cotton Seed,20
2025-06,R0049,Cruiser Cotton Seed,13
2026-05,R0050,Tihan Insecticide,80
2026-04,R0050,Tihan Insecticide,64
2026-03,R0050,Tihan Insecticide,89
2026-01,R0050,Tihan Insecticide,150
2026-01,R0050,Tihan Insecticide,83
2025-12,R0050,Tihan Insecticide,170
2025-11,R0050,Tihan Insecticide,128
2025-10,R0050,Tihan Insecticide,144
2025-09,R0050,Tihan Insecticide,152
2025-08,R0050,Tihan Insecticide,86
2025-07,R0050,Tihan Insecticide,89
2025-06,R0050,Tihan Insecticide,53
2026-05,R0050,Polo Insecticide,55
2026-04,R0050,Polo Insecticide,80
2026-03,R0050,Polo Insecticide,113
2026-01,R0050,Polo Insecticide,104
2026-01,R0050,Polo Insecticide,218
2025-12,R0050,Polo Insecticide,107
2025-11,R0050,Polo Insecticide,78
2025-10,R0050,Polo Insecticide,138
2025-09,R0050,Polo Insecticide,77
2025-08,R0050,Polo Insecticide,79
2025-07,R0050,Polo Insecticide,55
2025-06,R0050,Polo Insecticide,51
2026-05,R0050,Cruiser Cotton Seed,88
2026-04,R0050,Cruiser Cotton Seed,95
2026-03,R0050,Cruiser Cotton Seed,77
2026-01,R0050,Cruiser Cotton Seed,156
2026-01,R0050,Cruiser Cotton Seed,145
2025-12,R0050,Cruiser Cotton Seed,114
2025-11,R0050,Cruiser Cotton Seed,128
2025-10,R0050,Cruiser Cotton Seed,98
2025-09,R0050,Cruiser Cotton Seed,75
2025-08,R0050,Cruiser Cotton Seed,60
2025-07,R0050,Cruiser Cotton Seed,72
2025-06,R0050,Cruiser Cotton Seed,66
2026-05,R0051,Amistar Top Fungicide,23
2026-04,R0051,Amistar Top Fungicide,13
2026-03,R0051,Amistar Top Fungicide,42
2026-01,R0051,Amistar Top Fungicide,34
2026-01,R0051,Amistar Top Fungicide,32
2025-12,R0051,Amistar Top Fungicide,33
2025-11,R0051,Amistar Top Fungicide,49
2025-10,R0051,Amistar Top Fungicide,33
2025-09,R0051,Amistar Top Fungicide,55
2025-08,R0051,Amistar Top Fungicide,26
2025-07,R0051,Amistar Top Fungicide,31
2025-06,R0051,Amistar Top Fungicide,18
2026-05,R0051,Karate Zeon Insecticide,14
2026-04,R0051,Karate Zeon Insecticide,30
2026-03,R0051,Karate Zeon Insecticide,43
2026-01,R0051,Karate Zeon Insecticide,43
2026-01,R0051,Karate Zeon Insecticide,51
2025-12,R0051,Karate Zeon Insecticide,48
2025-11,R0051,Karate Zeon Insecticide,30
2025-10,R0051,Karate Zeon Insecticide,53
2025-09,R0051,Karate Zeon Insecticide,42
2025-08,R0051,Karate Zeon Insecticide,38
2025-07,R0051,Karate Zeon Insecticide,29
2025-06,R0051,Karate Zeon Insecticide,21
2026-05,R0051,Cruiser Seed Treatment,18
2026-04,R0051,Cruiser Seed Treatment,25
2026-03,R0051,Cruiser Seed Treatment,35
2026-01,R0051,Cruiser Seed Treatment,57
2026-01,R0051,Cruiser Seed Treatment,59
2025-12,R0051,Cruiser Seed Treatment,36
2025-11,R0051,Cruiser Seed Treatment,31
2025-10,R0051,Cruiser Seed Treatment,34
2025-09,R0051,Cruiser Seed Treatment,26
2025-08,R0051,Cruiser Seed Treatment,18
2025-07,R0051,Cruiser Seed Treatment,20
2025-06,R0051,Cruiser Seed Treatment,20
2026-05,R0052,Amistar Top Fungicide,42
2026-04,R0052,Amistar Top Fungicide,51
2026-03,R0052,Amistar Top Fungicide,63
2026-01,R0052,Amistar Top Fungicide,51
2026-01,R0052,Amistar Top Fungicide,110
2025-12,R0052,Amistar Top Fungicide,82
2025-11,R0052,Amistar Top Fungicide,86
2025-10,R0052,Amistar Top Fungicide,37
2025-09,R0052,Amistar Top Fungicide,44
2025-08,R0052,Amistar Top Fungicide,45
2025-07,R0052,Amistar Top Fungicide,40
2025-06,R0052,Amistar Top Fungicide,37
2026-05,R0052,Karate Zeon Insecticide,23
2026-04,R0052,Karate Zeon Insecticide,48
2026-03,R0052,Karate Zeon Insecticide,76
2026-01,R0052,Karate Zeon Insecticide,60
2026-01,R0052,Karate Zeon Insecticide,73
2025-12,R0052,Karate Zeon Insecticide,113
2025-11,R0052,Karate Zeon Insecticide,95
2025-10,R0052,Karate Zeon Insecticide,75
