date,retailer_id,district,tier,primary_crop,avg_monthly_sales_inr,credit_score,days_since_visit,recent_rain_7d_mm,recent_humidity_pct,pest_pressure_14d,label_order_next_7d
2026-03-31,R0045,Bidar,C,chilli,60836,83,12,7.1,61.1,0,0
2026-04-01,R0045,Bidar,C,chilli,60836,83,12,27.4,61.7,0,0
2026-04-02,R0045,Bidar,C,chilli,60836,83,12,27.4,63.1,0,0
2026-04-03,R0045,Bidar,C,chilli,60836,83,12,20.3,64.4,0,0
2026-04-04,R0045,Bidar,C,chilli,60836,83,12,20.3,63.7,0,0
2026-04-05,R0045,Bidar,C,chilli,60836,83,0,20.3,63.7,0,0
2026-04-06,R0045,Bidar,C,chilli,60836,83,1,20.3,64.5,0,0
2026-04-07,R0045,Bidar,C,chilli,60836,83,2,20.3,66.5,0,0
2026-04-08,R0045,Bidar,C,chilli,60836,83,3,0.1,66.6,0,0
2026-04-09,R0045,Bidar,C,chilli,60836,83,4,0.1,65.8,0,0
2026-04-10,R0045,Bidar,C,chilli,60836,83,5,0.1,67.2,0,0
2026-04-11,R0045,Bidar,C,chilli,60836,83,6,0.1,67.8,0,0
2026-04-12,R0045,Bidar,C,chilli,60836,83,7,0.1,68.7,0,0
2026-04-13,R0045,Bidar,C,chilli,60836,83,8,0.1,67.8,0,0
2026-04-14,R0045,Bidar,C,chilli,60836,83,9,0.1,68.0,0,0
2026-04-15,R0045,Bidar,C,chilli,60836,83,10,0.0,67.9,0,0
2026-04-16,R0045,Bidar,C,chilli,60836,83,11,0.0,68.9,0,0
2026-04-17,R0045,Bidar,C,chilli,60836,83,12,10.8,69.7,0,0
2026-04-18,R0045,Bidar,C,chilli,60836,83,13,11.2,71.3,0,0
2026-04-19,R0045,Bidar,C,chilli,60836,83,14,11.2,69.4,0,0
2026-04-20,R0045,Bidar,C,chilli,60836,83,15,11.2,70.5,0,0
2026-04-21,R0045,Bidar,C,chilli,60836,83,16,11.2,69.5,0,0
2026-04-22,R0045,Bidar,C,chilli,60836,83,17,11.2,70.0,0,0
2026-04-23,R0045,Bidar,C,chilli,60836,83,18,20.2,70.4,0,0
2026-04-24,R0045,Bidar,C,chilli,60836,83,19,9.4,70.2,0,0
2026-04-25,R0045,Bidar,C,chilli,60836,83,20,9.0,69.7,0,0
2026-04-26,R0045,Bidar,C,chilli,60836,83,21,9.0,71.8,0,0
2026-04-27,R0045,Bidar,C,chilli,60836,83,22,9.0,72.4,0,0
2026-04-28,R0045,Bidar,C,chilli,60836,83,23,9.0,72.6,0,0
2026-04-29,R0045,Bidar,C,chilli,60836,83,24,9.0,72.8,0,0
2026-04-30,R0045,Bidar,C,chilli,60836,83,25,0.0,73.8,0,0
2026-05-01,R0045,Bidar,C,chilli,60836,83,26,21.6,72.3,0,0
2026-05-02,R0045,Bidar,C,chilli,60836,83,27,21.6,72.7,0,0
2026-05-03,R0045,Bidar,C,chilli,60836,83,28,21.6,72.0,0,0
2026-05-04,R0045,Bidar,C,chilli,60836,83,29,21.6,71.6,0,0
2026-05-05,R0045,Bidar,C,chilli,60836,83,30,21.6,71.9,0,0
2026-05-06,R0045,Bidar,C,chilli,60836,83,31,21.6,70.5,0,0
2026-05-07,R0045,Bidar,C,chilli,60836,83,32,23.7,69.8,0,0
2026-05-08,R0045,Bidar,C,chilli,60836,83,33,2.1,71.7,0,0
2026-05-09,R0045,Bidar,C,chilli,60836,83,34,2.1,69.8,0,0
2026-05-10,R0045,Bidar,C,chilli,60836,83,35,2.1,69.1,0,0
2026-05-11,R0045,Bidar,C,chilli,60836,83,36,2.1,69.0,0,0
2026-05-12,R0045,Bidar,C,chilli,60836,83,37,2.1,69.8,0,0
2026-05-13,R0045,Bidar,C,chilli,60836,83,38,2.1,72.2,0,0
2026-05-14,R0045,Bidar,C,chilli,60836,83,39,0.0,71.7,0,0
2026-05-15,R0045,Bidar,C,chilli,60836,83,40,0.0,71.8,0,0
2026-05-16,R0045,Bidar,C,chilli,60836,83,41,0.0,73.4,0,0
2026-05-17,R0045,Bidar,C,chilli,60836,83,42,0.0,74.5,0,0
2026-05-18,R0045,Bidar,C,chilli,60836,83,43,0.0,75.0,0,0
2026-05-19,R0045,Bidar,C,chilli,60836,83,44,0.0,75.0,0,0
2026-05-20,R0045,Bidar,C,chilli,60836,83,45,0.0,74.2,0,0
2026-05-21,R0045,Bidar,C,chilli,60836,83,46,9.9,75.1,0,0
2026-05-22,R0045,Bidar,C,chilli,60836,83,47,12.7,75.6,0,0
2026-03-24,R0046,Bidar,B,chilli,176716,66,2,3.6,63.8,0,0
2026-03-25,R0046,Bidar,B,chilli,176716,66,3,3.6,64.7,0,0
2026-03-26,R0046,Bidar,B,chilli,176716,66,4,3.6,63.9,0,0
2026-03-27,R0046,Bidar,B,chilli,176716,66,5,10.7,61.7,0,0
2026-03-28,R0046,Bidar,B,chilli,176716,66,6,10.7,62.1,0,0
2026-03-29,R0046,Bidar,B,chilli,176716,66,7,10.7,62.7,0,0
2026-03-30,R0046,Bidar,B,chilli,176716,66,8,10.7,63.0,0,0
2026-03-31,R0046,Bidar,B,chilli,176716,66,9,7.1,61.1,0,0
2026-04-01,R0046,Bidar,B,chilli,176716,66,10,27.4,61.7,0,0
2026-04-02,R0046,Bidar,B,chilli,176716,66,11,27.4,63.1,0,0
2026-04-03,R0046,Bidar,B,chilli,176716,66,12,20.3,64.4,0,0
2026-04-04,R0046,Bidar,B,chilli,176716,66,13,20.3,63.7,0,0
2026-04-05,R0046,Bidar,B,chilli,176716,66,14,20.3,63.7,0,0
2026-04-06,R0046,Bidar,B,chilli,176716,66,15,20.3,64.5,0,0
2026-04-07,R0046,Bidar,B,chilli,176716,66,16,20.3,66.5,0,0
2026-04-08,R0046,Bidar,B,chilli,176716,66,17,0.1,66.6,0,0
2026-04-09,R0046,Bidar,B,chilli,176716,66,18,0.1,65.8,0,0
2026-04-10,R0046,Bidar,B,chilli,176716,66,19,0.1,67.2,0,0
2026-04-11,R0046,Bidar,B,chilli,176716,66,20,0.1,67.8,0,0
2026-04-12,R0046,Bidar,B,chilli,176716,66,21,0.1,68.7,0,0
2026-04-13,R0046,Bidar,B,chilli,176716,66,22,0.1,67.8,0,0
2026-04-14,R0046,Bidar,B,chilli,176716,66,23,0.1,68.0,0,0
2026-04-15,R0046,Bidar,B,chilli,176716,66,24,0.0,67.9,0,0
2026-04-16,R0046,Bidar,B,chilli,176716,66,25,0.0,68.9,0,0
2026-04-17,R0046,Bidar,B,chilli,176716,66,26,10.8,69.7,0,0
2026-04-18,R0046,Bidar,B,chilli,176716,66,27,11.2,71.3,0,0
2026-04-19,R0046,Bidar,B,chilli,176716,66,28,11.2,69.4,0,0
2026-04-20,R0046,Bidar,B,chilli,176716,66,29,11.2,70.5,0,0
2026-04-21,R0046,Bidar,B,chilli,176716,66,30,11.2,69.5,0,0
2026-04-22,R0046,Bidar,B,chilli,176716,66,31,11.2,70.0,0,0
2026-04-23,R0046,Bidar,B,chilli,176716,66,32,20.2,70.4,0,0
2026-04-24,R0046,Bidar,B,chilli,176716,66,33,9.4,70.2,0,0
2026-04-25,R0046,Bidar,B,chilli,176716,66,34,9.0,69.7,0,0
2026-04-26,R0046,Bidar,B,chilli,176716,66,35,9.0,71.8,0,0
2026-04-27,R0046,Bidar,B,chilli,176716,66,36,9.0,72.4,0,0
2026-04-28,R0046,Bidar,B,chilli,176716,66,37,9.0,72.6,0,0
2026-04-29,R0046,Bidar,B,chilli,176716,66,38,9.0,72.8,0,0
2026-04-30,R0046,Bidar,B,chilli,176716,66,39,0.0,73.8,0,0
2026-05-01,R0046,Bidar,B,chilli,176716,66,40,21.6,72.3,0,0
2026-05-02,R0046,Bidar,B,chilli,176716,66,41,21.6,72.7,0,0
2026-05-03,R0046,Bidar,B,chilli,176716,66,42,21.6,72.0,0,0
2026-05-04,R0046,Bidar,B,chilli,176716,66,43,21.6,71.6,0,0
2026-05-05,R0046,Bidar,B,chilli,176716,66,44,21.6,71.9,0,0
2026-05-06,R0046,Bidar,B,chilli,176716,66,45,21.6,70.5,0,0
2026-05-07,R0046,Bidar,B,chilli,176716,66,46,23.7,69.8,0,0
2026-05-08,R0046,Bidar,B,chilli,176716,66,47,2.1,71.7,0,0
2026-05-09,R0046,Bidar,B,chilli,176716,66,48,2.1,69.8,0,0
2026-05-10,R0046,Bidar,B,chilli,176716,66,0,2.1,69.1,0,0
2026-05-11,R0046,Bidar,B,chilli,176716,66,1,2.1,69.0,0,0
2026-05-12,R0046,Bidar,B,chilli,176716,66,2,2.1,69.8,0,0
2026-05-13,R0046,Bidar,B,chilli,176716,66,3,2.1,72.2,0,0
2026-05-14,R0046,Bidar,B,chilli,176716,66,4,0.0,71.7,0,0
2026-05-15,R0046,Bidar,B,chilli,176716,66,5,0.0,71.8,0,0
2026-05-16,R0046,Bidar,B,chilli,176716,66,6,0.0,73.4,0,0
2026-05-17,R0046,Bidar,B,chilli,176716,66,7,0.0,74.5,0,0
2026-05-18,R0046,Bidar,B,chilli,176716,66,8,0.0,75.0,0,0
2026-05-19,R0046,Bidar,B,chilli,176716,66,9,0.0,75.0,0,0
2026-05-20,R0046,Bidar,B,chilli,176716,66,10,0.0,74.2,0,0
2026-05-21,R0046,Bidar,B,chilli,176716,66,11,9.9,75.1,0,0
2026-05-22,R0046,Bidar,B,chilli,176716,66,12,12.7,75.6,0,0
2026-03-24,R0047,Bidar,B,maize,197284,54,10,3.6,63.8,0,0
2026-03-25,R0047,Bidar,B,maize,197284,54,11,3.6,64.7,0,0
2026-03-26,R0047,Bidar,B,maize,197284,54,12,3.6,63.9,0,0
2026-03-27,R0047,Bidar,B,maize,197284,54,13,10.7,61.7,0,0
2026-03-28,R0047,Bidar,B,maize,197284,54,14,10.7,62.1,0,0
2026-03-29,R0047,Bidar,B,maize,197284,54,15,10.7,62.7,0,0
2026-03-30,R0047,Bidar,B,maize,197284,54,16,10.7,63.0,0,0
2026-03-31,R0047,Bidar,B,maize,197284,54,17,7.1,61.1,0,0
2026-04-01,R0047,Bidar,B,maize,197284,54,18,27.4,61.7,0,0
2026-04-02,R0047,Bidar,B,maize,197284,54,19,27.4,63.1,0,0
2026-04-03,R0047,Bidar,B,maize,197284,54,20,20.3,64.4,0,0
2026-04-04,R0047,Bidar,B,maize,197284,54,21,20.3,63.7,0,0
2026-04-05,R0047,Bidar,B,maize,197284,54,22,20.3,63.7,0,0
2026-04-06,R0047,Bidar,B,maize,197284,54,23,20.3,64.5,0,0
2026-04-07,R0047,Bidar,B,maize,197284,54,24,20.3,66.5,0,0
2026-04-08,R0047,Bidar,B,maize,197284,54,25,0.1,66.6,0,0
2026-04-09,R0047,Bidar,B,maize,197284,54,26,0.1,65.8,0,0
2026-04-10,R0047,Bidar,B,maize,197284,54,27,0.1,67.2,0,0
2026-04-11,R0047,Bidar,B,maize,197284,54,28,0.1,67.8,0,0
2026-04-12,R0047,Bidar,B,maize,197284,54,29,0.1,68.7,0,0
2026-04-13,R0047,Bidar,B,maize,197284,54,30,0.1,67.8,0,0
2026-04-14,R0047,Bidar,B,maize,197284,54,31,0.1,68.0,0,0
2026-04-15,R0047,Bidar,B,maize,197284,54,32,0.0,67.9,0,0
2026-04-16,R0047,Bidar,B,maize,197284,54,33,0.0,68.9,0,0
2026-04-17,R0047,Bidar,B,maize,197284,54,34,10.8,69.7,0,0
2026-04-18,R0047,Bidar,B,maize,197284,54,35,11.2,71.3,0,0
2026-04-19,R0047,Bidar,B,maize,197284,54,36,11.2,69.4,0,0
2026-04-20,R0047,Bidar,B,maize,197284,54,37,11.2,70.5,0,0
2026-04-21,R0047,Bidar,B,maize,197284,54,38,11.2,69.5,0,0
2026-04-22,R0047,Bidar,B,maize,197284,54,39,11.2,70.0,0,0
2026-04-23,R0047,Bidar,B,maize,197284,54,40,20.2,70.4,0,0
2026-04-24,R0047,Bidar,B,maize,197284,54,41,9.4,70.2,0,0
2026-04-25,R0047,Bidar,B,maize,197284,54,42,9.0,69.7,0,0
2026-04-26,R0047,Bidar,B,maize,197284,54,43,9.0,71.8,0,0
2026-04-27,R0047,Bidar,B,maize,197284,54,44,9.0,72.4,0,0
2026-04-28,R0047,Bidar,B,maize,197284,54,45,9.0,72.6,0,0
2026-04-29,R0047,Bidar,B,maize,197284,54,46,9.0,72.8,0,0
2026-04-30,R0047,Bidar,B,maize,197284,54,47,0.0,73.8,0,0
2026-05-01,R0047,Bidar,B,maize,197284,54,48,21.6,72.3,0,0
2026-05-02,R0047,Bidar,B,maize,197284,54,49,21.6,72.7,0,0
2026-05-03,R0047,Bidar,B,maize,197284,54,50,21.6,72.0,0,0
2026-05-04,R0047,Bidar,B,maize,197284,54,51,21.6,71.6,0,0
2026-05-05,R0047,Bidar,B,maize,197284,54,52,21.6,71.9,0,0
2026-05-06,R0047,Bidar,B,maize,197284,54,53,21.6,70.5,0,1
2026-05-07,R0047,Bidar,B,maize,197284,54,54,23.7,69.8,0,1
2026-05-08,R0047,Bidar,B,maize,197284,54,55,2.1,71.7,0,1
2026-05-09,R0047,Bidar,B,maize,197284,54,56,2.1,69.8,0,1
2026-05-10,R0047,Bidar,B,maize,197284,54,57,2.1,69.1,0,1
2026-05-11,R0047,Bidar,B,maize,197284,54,58,2.1,69.0,0,1
2026-05-12,R0047,Bidar,B,maize,197284,54,59,2.1,69.8,0,1
2026-05-13,R0047,Bidar,B,maize,197284,54,0,2.1,72.2,0,0
2026-05-14,R0047,Bidar,B,maize,197284,54,1,0.0,71.7,0,0
2026-05-15,R0047,Bidar,B,maize,197284,54,2,0.0,71.8,0,0
2026-05-16,R0047,Bidar,B,maize,197284,54,3,0.0,73.4,0,0
2026-05-17,R0047,Bidar,B,maize,197284,54,4,0.0,74.5,0,0
2026-05-18,R0047,Bidar,B,maize,197284,54,5,0.0,75.0,0,0
2026-05-19,R0047,Bidar,B,maize,197284,54,6,0.0,75.0,0,0
2026-05-20,R0047,Bidar,B,maize,197284,54,7,0.0,74.2,0,0
2026-05-21,R0047,Bidar,B,maize,197284,54,8,9.9,75.1,0,0
2026-05-22,R0047,Bidar,B,maize,197284,54,9,12.7,75.6,0,0
2026-03-24,R0048,Bidar,A,chilli,335170,66,6,3.6,63.8,0,0
2026-03-25,R0048,Bidar,A,chilli,335170,66,7,3.6,64.7,0,0
2026-03-26,R0048,Bidar,A,chilli,335170,66,8,3.6,63.9,0,0
2026-03-27,R0048,Bidar,A,chilli,335170,66,9,10.7,61.7,0,0
2026-03-28,R0048,Bidar,A,chilli,335170,66,10,10.7,62.1,0,0
2026-03-29,R0048,Bidar,A,chilli,335170,66,11,10.7,62.7,0,0
2026-03-30,R0048,Bidar,A,chilli,335170,66,12,10.7,63.0,0,0
2026-03-31,R0048,Bidar,A,chilli,335170,66,13,7.1,61.1,0,0
2026-04-01,R0048,Bidar,A,chilli,335170,66,14,27.4,61.7,0,0
2026-04-02,R0048,Bidar,A,chilli,335170,66,15,27.4,63.1,0,0
2026-04-03,R0048,Bidar,A,chilli,335170,66,16,20.3,64.4,0,0
2026-04-04,R0048,Bidar,A,chilli,335170,66,17,20.3,63.7,0,0
2026-04-05,R0048,Bidar,A,chilli,335170,66,18,20.3,63.7,0,0
2026-04-06,R0048,Bidar,A,chilli,335170,66,19,20.3,64.5,0,0
2026-04-07,R0048,Bidar,A,chilli,335170,66,20,20.3,66.5,0,0
2026-04-08,R0048,Bidar,A,chilli,335170,66,21,0.1,66.6,0,0
2026-04-09,R0048,Bidar,A,chilli,335170,66,22,0.1,65.8,0,0
2026-04-10,R0048,Bidar,A,chilli,335170,66,23,0.1,67.2,0,0
2026-04-11,R0048,Bidar,A,chilli,335170,66,24,0.1,67.8,0,0
2026-04-12,R0048,Bidar,A,chilli,335170,66,25,0.1,68.7,0,0
2026-04-13,R0048,Bidar,A,chilli,335170,66,26,0.1,67.8,0,0
2026-04-14,R0048,Bidar,A,chilli,335170,66,27,0.1,68.0,0,0
2026-04-15,R0048,Bidar,A,chilli,335170,66,28,0.0,67.9,0,0
2026-04-16,R0048,Bidar,A,chilli,335170,66,29,0.0,68.9,0,0
2026-04-17,R0048,Bidar,A,chilli,335170,66,30,10.8,69.7,0,0
2026-04-18,R0048,Bidar,A,chilli,335170,66,31,11.2,71.3,0,0
2026-04-19,R0048,Bidar,A,chilli,335170,66,32,11.2,69.4,0,0
2026-04-20,R0048,Bidar,A,chilli,335170,66,33,11.2,70.5,0,1
2026-04-21,R0048,Bidar,A,chilli,335170,66,34,11.2,69.5,0,1
2026-04-22,R0048,Bidar,A,chilli,335170,66,35,11.2,70.0,0,1
2026-04-23,R0048,Bidar,A,chilli,335170,66,36,20.2,70.4,0,1
2026-04-24,R0048,Bidar,A,chilli,335170,66,37,9.4,70.2,0,1
2026-04-25,R0048,Bidar,A,chilli,335170,66,38,9.0,69.7,0,1
2026-04-26,R0048,Bidar,A,chilli,335170,66,39,9.0,71.8,0,1
2026-04-27,R0048,Bidar,A,chilli,335170,66,0,9.0,72.4,0,0
2026-04-28,R0048,Bidar,A,chilli,335170,66,1,9.0,72.6,0,0
2026-04-29,R0048,Bidar,A,chilli,335170,66,2,9.0,72.8,0,0
2026-04-30,R0048,Bidar,A,chilli,335170,66,3,0.0,73.8,0,0
2026-05-01,R0048,Bidar,A,chilli,335170,66,4,21.6,72.3,0,0
2026-05-02,R0048,Bidar,A,chilli,335170,66,5,21.6,72.7,0,0
2026-05-03,R0048,Bidar,A,chilli,335170,66,6,21.6,72.0,0,0
2026-05-04,R0048,Bidar,A,chilli,335170,66,7,21.6,71.6,0,0
2026-05-05,R0048,Bidar,A,chilli,335170,66,8,21.6,71.9,0,0
2026-05-06,R0048,Bidar,A,chilli,335170,66,9,21.6,70.5,0,0
2026-05-07,R0048,Bidar,A,chilli,335170,66,10,23.7,69.8,0,0
2026-05-08,R0048,Bidar,A,chilli,335170,66,11,2.1,71.7,0,0
2026-05-09,R0048,Bidar,A,chilli,335170,66,12,2.1,69.8,0,0
2026-05-10,R0048,Bidar,A,chilli,335170,66,13,2.1,69.1,0,0
2026-05-11,R0048,Bidar,A,chilli,335170,66,14,2.1,69.0,0,1
2026-05-12,R0048,Bidar,A,chilli,335170,66,15,2.1,69.8,0,1
2026-05-13,R0048,Bidar,A,chilli,335170,66,16,2.1,72.2,0,1
2026-05-14,R0048,Bidar,A,chilli,335170,66,17,0.0,71.7,0,1
2026-05-15,R0048,Bidar,A,chilli,335170,66,18,0.0,71.8,0,1
2026-05-16,R0048,Bidar,A,chilli,335170,66,19,0.0,73.4,0,1
2026-05-17,R0048,Bidar,A,chilli,335170,66,20,0.0,74.5,0,1
2026-05-18,R0048,Bidar,A,chilli,335170,66,0,0.0,75.0,0,0
2026-05-19,R0048,Bidar,A,chilli,335170,66,0,0.0,75.0,0,0
2026-05-20,R0048,Bidar,A,chilli,335170,66,1,0.0,74.2,0,0
2026-05-21,R0048,Bidar,A,chilli,335170,66,2,9.9,75.1,0,0
2026-05-22,R0048,Bidar,A,chilli,335170,66,3,12.7,75.6,0,0
2026-03-24,R0049,Guntur,C,cotton,76066,84,33,0.0,53.0,0,0
2026-03-25,R0049,Guntur,C,cotton,76066,84,33,0.0,55.1,0,0
2026-03-26,R0049,Guntur,C,cotton,76066,84,33,0.5,54.8,0,0
2026-03-27,R0049,Guntur,C,cotton,76066,84,33,0.5,54.1,0,0
2026-03-28,R0049,Guntur,C,cotton,76066,84,33,0.5,53.4,0,0
2026-03-29,R0049,Guntur,C,cotton,76066,84,33,0.5,53.9,0,0
2026-03-30,R0049,Guntur,C,cotton,76066,84,33,10.3,55.2,0,0
2026-03-31,R0049,Guntur,C,cotton,76066,84,33,10.3,55.9,0,0
2026-04-01,R0049,Guntur,C,cotton,76066,84,33,10.3,55.3,0,0
2026-04-02,R0049,Guntur,C,cotton,76066,84,33,9.8,55.4,0,0
2026-04-03,R0049,Guntur,C,cotton,76066,84,33,9.8,54.9,0,0
2026-04-04,R0049,Guntur,C,cotton,76066,84,33,9.8,54.6,0,0
2026-04-05,R0049,Guntur,C,cotton,76066,84,33,9.8,54.6,0,0
2026-04-06,R0049,Guntur,C,cotton,76066,84,33,0.0,55.4,0,0
2026-04-07,R0049,Guntur,C,cotton,76066,84,33,0.0,54.7,0,0
2026-04-08,R0049,Guntur,C,cotton,76066,84,33,0.0,55.0,0,0
2026-04-09,R0049,Guntur,C,cotton,76066,84,33,0.0,56.8,0,0
2026-04-10,R0049,Guntur,C,cotton,76066,84,33,0.0,58.6,0,0
2026-04-11,R0049,Guntur,C,cotton,76066,84,33,0.0,60.0,0,0
2026-04-12,R0049,Guntur,C,cotton,76066,84,33,5.5,59.9,0,0
2026-04-13,R0049,Guntur,C,cotton,76066,84,33,5.5,59.2,0,0
2026-04-14,R0049,Guntur,C,cotton,76066,84,33,5.5,59.6,0,0
2026-04-15,R0049,Guntur,C,cotton,76066,84,33,5.5,60.4,0,0
2026-04-16,R0049,Guntur,C,cotton,76066,84,33,5.5,59.4,0,0
2026-04-17,R0049,Guntur,C,cotton,76066,84,33,5.5,58.6,0,0
2026-04-18,R0049,Guntur,C,cotton,76066,84,33,5.5,58.5,0,0
2026-04-19,R0049,Guntur,C,cotton,76066,84,33,0.0,59.1,0,0
2026-04-20,R0049,Guntur,C,cotton,76066,84,33,0.0,60.0,0,0
2026-04-21,R0049,Guntur,C,cotton,76066,84,33,0.0,61.2,0,0
2026-04-22,R0049,Guntur,C,cotton,76066,84,33,0.0,61.0,0,0
2026-04-23,R0049,Guntur,C,cotton,76066,84,33,2.4,61.3,0,0
2026-04-24,R0049,Guntur,C,cotton,76066,84,33,2.4,62.2,0,0
2026-04-25,R0049,Guntur,C,cotton,76066,84,33,2.4,62.6,0,0
2026-04-26,R0049,Guntur,C,cotton,76066,84,0,2.4,63.8,0,0
2026-04-27,R0049,Guntur,C,cotton,76066,84,1,2.4,64.4,0,0
2026-04-28,R0049,Guntur,C,cotton,76066,84,2,2.4,63.5,0,0
2026-04-29,R0049,Guntur,C,cotton,76066,84,3,2.4,64.2,1,0
2026-04-30,R0049,Guntur,C,cotton,76066,84,4,0.0,63.6,1,0
2026-05-01,R0049,Guntur,C,cotton,76066,84,5,0.0,62.3,1,0
2026-05-02,R0049,Guntur,C,cotton,76066,84,6,0.0,62.9,1,0
2026-05-03,R0049,Guntur,C,cotton,76066,84,7,0.7,62.3,1,0
2026-05-04,R0049,Guntur,C,cotton,76066,84,8,0.7,62.0,1,0
2026-05-05,R0049,Guntur,C,cotton,76066,84,9,0.7,63.2,1,0
2026-05-06,R0049,Guntur,C,cotton,76066,84,10,13.0,63.6,1,0
2026-05-07,R0049,Guntur,C,cotton,76066,84,11,13.0,63.0,1,0
2026-05-08,R0049,Guntur,C,cotton,76066,84,12,13.0,63.8,1,0
2026-05-09,R0049,Guntur,C,cotton,76066,84,13,17.6,63.1,1,0
2026-05-10,R0049,Guntur,C,cotton,76066,84,14,16.9,63.4,1,0
2026-05-11,R0049,Guntur,C,cotton,76066,84,15,25.7,63.8,1,0
2026-05-12,R0049,Guntur,C,cotton,76066,84,16,25.7,63.9,1,0
2026-05-13,R0049,Guntur,C,cotton,76066,84,17,13.4,63.3,1,0
2026-05-14,R0049,Guntur,C,cotton,76066,84,18,13.4,63.1,0,0
2026-05-15,R0049,Guntur,C,cotton,76066,84,19,13.4,64.7,0,0
2026-05-16,R0049,Guntur,C,cotton,76066,84,20,8.8,65.0,0,0
2026-05-17,R0049,Guntur,C,cotton,76066,84,21,8.8,66.2,0,0
2026-05-18,R0049,Guntur,C,cotton,76066,84,22,23.8,63.9,0,0
2026-05-19,R0049,Guntur,C,cotton,76066,84,23,25.7,62.2,0,0
2026-05-20,R0049,Guntur,C,cotton,76066,84,24,34.9,62.5,0,0
2026-05-21,R0049,Guntur,C,cotton,76066,84,25,42.1,64.9,0,0
2026-05-22,R0049,Guntur,C,cotton,76066,84,26,42.1,63.7,0,0
2026-03-24,R0050,Guntur,A,cotton,317317,92,4,0.0,53.0,0,0
2026-03-25,R0050,Guntur,A,cotton,317317,92,5,0.0,55.1,0,0
2026-03-26,R0050,Guntur,A,cotton,317317,92,6,0.5,54.8,0,0
2026-03-27,R0050,Guntur,A,cotton,317317,92,7,0.5,54.1,0,0
2026-03-28,R0050,Guntur,A,cotton,317317,92,8,0.5,53.4,0,0
2026-03-29,R0050,Guntur,A,cotton,317317,92,9,0.5,53.9,0,0
2026-03-30,R0050,Guntur,A,cotton,317317,92,10,10.3,55.2,0,0
2026-03-31,R0050,Guntur,A,cotton,317317,92,11,10.3,55.9,0,0
2026-04-01,R0050,Guntur,A,cotton,317317,92,12,10.3,55.3,0,0
2026-04-02,R0050,Guntur,A,cotton,317317,92,13,9.8,55.4,0,0
2026-04-03,R0050,Guntur,A,cotton,317317,92,14,9.8,54.9,0,0
2026-04-04,R0050,Guntur,A,cotton,317317,92,15,9.8,54.6,0,0
2026-04-05,R0050,Guntur,A,cotton,317317,92,16,9.8,54.6,0,0
2026-04-06,R0050,Guntur,A,cotton,317317,92,17,0.0,55.4,0,0
2026-04-07,R0050,Guntur,A,cotton,317317,92,18,0.0,54.7,0,0
2026-04-08,R0050,Guntur,A,cotton,317317,92,19,0.0,55.0,0,0
2026-04-09,R0050,Guntur,A,cotton,317317,92,20,0.0,56.8,0,0
2026-04-10,R0050,Guntur,A,cotton,317317,92,21,0.0,58.6,0,0
2026-04-11,R0050,Guntur,A,cotton,317317,92,22,0.0,60.0,0,0
2026-04-12,R0050,Guntur,A,cotton,317317,92,23,5.5,59.9,0,0
2026-04-13,R0050,Guntur,A,cotton,317317,92,24,5.5,59.2,0,0
2026-04-14,R0050,Guntur,A,cotton,317317,92,25,5.5,59.6,0,0
2026-04-15,R0050,Guntur,A,cotton,317317,92,26,5.5,60.4,0,0
2026-04-16,R0050,Guntur,A,cotton,317317,92,27,5.5,59.4,0,0
2026-04-17,R0050,Guntur,A,cotton,317317,92,28,5.5,58.6,0,0
2026-04-18,R0050,Guntur,A,cotton,317317,92,29,5.5,58.5,0,0
2026-04-19,R0050,Guntur,A,cotton,317317,92,30,0.0,59.1,0,0
2026-04-20,R0050,Guntur,A,cotton,317317,92,31,0.0,60.0,0,0
2026-04-21,R0050,Guntur,A,cotton,317317,92,32,0.0,61.2,0,0
2026-04-22,R0050,Guntur,A,cotton,317317,92,33,0.0,61.0,0,0
2026-04-23,R0050,Guntur,A,cotton,317317,92,34,2.4,61.3,0,0
2026-04-24,R0050,Guntur,A,cotton,317317,92,35,2.4,62.2,0,0
2026-04-25,R0050,Guntur,A,cotton,317317,92,36,2.4,62.6,0,0
2026-04-26,R0050,Guntur,A,cotton,317317,92,37,2.4,63.8,0,0
2026-04-27,R0050,Guntur,A,cotton,317317,92,38,2.4,64.4,0,0
2026-04-28,R0050,Guntur,A,cotton,317317,92,39,2.4,63.5,0,0
2026-04-29,R0050,Guntur,A,cotton,317317,92,40,2.4,64.2,1,0
2026-04-30,R0050,Guntur,A,cotton,317317,92,41,0.0,63.6,1,0
2026-05-01,R0050,Guntur,A,cotton,317317,92,42,0.0,62.3,1,0
2026-05-02,R0050,Guntur,A,cotton,317317,92,43,0.0,62.9,1,0
2026-05-03,R0050,Guntur,A,cotton,317317,92,44,0.7,62.3,1,0
2026-05-04,R0050,Guntur,A,cotton,317317,92,45,0.7,62.0,1,0
2026-05-05,R0050,Guntur,A,cotton,317317,92,46,0.7,63.2,1,0
2026-05-06,R0050,Guntur,A,cotton,317317,92,0,13.0,63.6,1,0
2026-05-07,R0050,Guntur,A,cotton,317317,92,1,13.0,63.0,1,0
2026-05-08,R0050,Guntur,A,cotton,317317,92,2,13.0,63.8,1,0
2026-05-09,R0050,Guntur,A,cotton,317317,92,3,17.6,63.1,1,1
